Work_ID,Biodiversity_Richness,Lexical_Richness,Age_Publication,Year_Publication,Literature_Form,Gender,Parenthood,Highest_Education,Biodiversity_Background,Main_Region,Migrating,Main_Residence,genre_satire,genre_historical,genre_social,genre_children,genre_adventure,genre_mystery,genre_crime,genre_sf,genre_romance,genre_fantasy,genre_biography,genre_travellogue
PG6917,7.77,1976,47,1888,epic_art_shortstory,gender_m,NA,university,no_bio_inclination,british_isles,2,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG889,15.26,1357.02,25,1911,nonfiction,gender_f,NA,university,no_bio_inclination,other,2,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG25991,17.81,1675.92,41,1922,epic_art_novel,gender_m,NA,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG34232,10.24,1755.43,60,1894,NA,gender_f,NA,NA,NA,other,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG41514,13.85,1694.04,43,1899,epic_art_novella,gender_f,has_children,school,no_bio_inclination,north_america,1,village,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG34335,21.22,1422.76,49,1870,epic_art_novel,gender_f,has_children,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG17624,11.13,2307.43,53,1829,NA,gender_m,NA,school,no_bio_inclination,british_isles,2,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG17107,9.79,2406.12,53,1829,NA,gender_m,NA,school,no_bio_inclination,british_isles,2,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG28540,10.2,2669.8,33,1809,epic_art_novel,gender_m,NA,school,no_bio_inclination,british_isles,2,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG16224,11.35,2615.14,53,1829,NA,gender_m,NA,school,no_bio_inclination,british_isles,2,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG32154,10.55,1655.85,25,1953,epic_art_novella,gender_m,has_children,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PG32032,10.42,1254.76,24,1952,epic_art_novella,gender_m,has_children,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PG27234,18.92,1961.11,44,1882,NA,gender_f,has_no_children,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG54094,2.51,1681.41,32,1894,epic_art_novel,gender_f,has_no_children,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG55550,6.16,1958.91,32,1894,epic_art_novel,gender_f,has_no_children,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG54093,2.96,1732.4,32,1894,epic_art_novel,gender_f,has_no_children,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG15402,8.52,1832.76,66,1908,epic_art_novel,gender_f,NA,school,no_bio_inclination,north_america,1,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG12242,36.35,2252.43,40,1870,lyric_art,gender_f,NA,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG10333,3.3,1844.79,54,1916,epic_art_novel,gender_m,NA,academic,no_bio_inclination,british_isles,2,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG30432,9.61,1913.51,43,1905,epic_art_novel,gender_m,NA,academic,no_bio_inclination,british_isles,2,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG12508,4.97,1355.91,40,1902,epic_art_novel,gender_m,NA,academic,no_bio_inclination,british_isles,2,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG6200,6.65,1992.76,34,1896,nonfiction,gender_m,NA,academic,no_bio_inclination,british_isles,2,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG27347,18.24,2147.92,52,1914,epic_art_novel,gender_m,NA,academic,no_bio_inclination,british_isles,2,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG20330,8.94,2057.1,33,1901,epic_art_novel,gender_m,NA,NA,NA,north_america,1,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PG54672,7.5,1898.79,35,1748,epic_art_novel,gender_m,NA,university,no_bio_inclination,europe,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG41711,10.33,1975.17,68,1912,epic_art_novel,gender_f,has_children,school,no_bio_inclination,british_isles,1,village,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG29717,6.23,1789.98,60,1944,epic_art_novel,gender_m,NA,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
PG29965,8.98,1770.62,60,1944,epic_art_novel,gender_m,NA,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
PG32398,11.14,1790.81,60,1944,epic_art_novel,gender_m,NA,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
PG53804,11.47,1837.31,63,1937,epic_art_novel,gender_m,NA,NA,no_bio_inclination,other,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG13168,39.87,1534.75,67,1909,epic_art_novel,gender_m,NA,NA,no_bio_inclination,other,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG50000,5.12,1912.2,44,1858,NA,gender_m,NA,university,no_bio_inclination,europe,1,town,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG30057,12.07,2041.73,44,1918,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,2,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG25917,14.91,2004.72,46,1920,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,2,city,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG13420,20.2,2368.26,30,1911,nonfiction,gender_m,NA,NA,no_bio_inclination,british_isles,3,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG7842,11.44,1946.59,29,1833,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG20003,19.24,2062.66,30,1834,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PG20002,17.32,2074.36,29,1833,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG20007,7.75,2074.34,48,1852,nonfiction,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG20004,15.75,2068.82,76,1880,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG20008,10.16,2068.94,27,1831,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG19771,9.32,1817.56,33,1837,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG9840,12.67,2062.13,22,1826,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG7412,6.62,2105.3,40,1844,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG3760,11.07,2002.23,41,1845,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG7816,19.45,2170.1,24,1828,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG7835,10.39,1972.27,66,1870,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG11869,8.33,1835.38,33,1837,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG19781,13.26,2265.84,57,1861,nonfiction,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG7926,7.41,1871.14,76,1880,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG7487,7.39,1677.46,43,1847,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG8485,5.68,2611.55,41,1895,nonfiction,gender_m,NA,university,no_bio_inclination,british_isles,1,city,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PG13363,11.8,2290.25,53,1907,epic_art_novel,gender_m,NA,university,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG14315,33.22,2235.81,37,1891,epic_art_novel,gender_m,NA,university,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG14742,17.78,2499.15,56,1910,nonfiction,gender_m,NA,university,no_bio_inclination,british_isles,1,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG9197,23.89,2417.56,47,1901,nonfiction,gender_m,NA,university,no_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG43402,12.14,2087.15,48,1902,nonfiction,gender_m,NA,university,no_bio_inclination,british_isles,1,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG20238,12.46,2158.6,42,1909,epic_art_novel,gender_f,has_children,school,no_bio_inclination,british_isles,2,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG15704,14.01,2140.01,54,1921,epic_art_novel,gender_f,has_children,school,no_bio_inclination,british_isles,2,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG27629,8.7,1987.42,40,1907,epic_art_novel,gender_f,has_children,school,no_bio_inclination,british_isles,2,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG52962,10.38,1770.95,68,1944,epic_art_novel,gender_f,NA,university,no_bio_inclination,north_america,1,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG44165,16.36,1777.29,68,1944,epic_art_novel,gender_f,NA,university,no_bio_inclination,north_america,1,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG46048,19.89,1695.93,68,1944,epic_art_novel,gender_f,NA,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG14812,20.42,2575.1,31,1891,nonfiction,gender_m,NA,university,no_bio_inclination,north_america,2,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG46055,113.39,2066.42,42,1900,NA,gender_m,NA,NA,has_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG47115,65.66,1838.09,38,1896,NA,gender_m,NA,NA,has_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG49713,8.01,2024.24,37,1895,epic_art_novel,gender_m,NA,NA,has_bio_inclination,british_isles,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PG48089,8.58,2098.68,52,1916,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PG6037,9.8,1951.62,39,1903,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG54766,9.42,1859.78,43,1907,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG8462,15.85,2039.08,57,1921,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PG54765,14.02,1933.18,38,1902,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG19135,15.99,1995.45,49,1913,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG25814,12.02,1645.99,56,1920,dramatic_art,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PG35447,7.76,1944.12,45,1909,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG26240,15.43,2113.63,41,1905,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG24093,12.77,1861.27,47,1911,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG36666,12.21,1856.15,48,1912,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG18721,11.12,2144.06,50,1914,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG1634,15.69,1745.58,51,1915,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG11875,11.56,1971.11,39,1920,epic_art_novel,gender_m,NA,school,no_bio_inclination,north_america,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG13178,11.78,2042.75,40,1921,epic_art_novel,gender_m,NA,school,no_bio_inclination,north_america,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG24334,30.21,2500.94,57,1897,lyric_art,gender_m,has_children,school,no_bio_inclination,british_isles,2,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG33400,12.63,2000.92,41,1920,epic_art_novel,gender_m,NA,academic,no_bio_inclination,north_america,1,village,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG26080,10.01,1543.27,55,1916,epic_art_shortstory,gender_m,NA,university,no_bio_inclination,north_america,1,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG26550,13.8,1724.62,60,1930,epic_art_novel,gender_m,NA,NA,no_bio_inclination,north_america,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG17521,10.76,1421.3,51,1921,epic_art_tale,gender_m,NA,NA,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PG34378,18.08,1945.72,35,1865,epic_art_novel,gender_f,has_children,NA,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG28856,9.57,1742.7,53,1883,epic_art_novel,gender_f,has_children,NA,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG46486,45.97,1853.95,45,1875,lyric_art,gender_f,has_children,NA,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG49422,16.08,1972.13,41,1744,dramatic_art,gender_m,NA,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG49180,12.89,2250.15,41,1744,dramatic_art,gender_m,NA,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG46791,17.37,2088.62,41,1744,dramatic_art,gender_m,NA,school,no_bio_inclination,british_isles,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG39114,37.08,2650.96,24,1855,NA,gender_m,NA,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG32274,16.74,2262.24,25,1856,NA,gender_m,NA,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG31717,14.77,2238.66,28,1859,NA,gender_m,NA,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG56690,28.98,1362.94,37,1920,epic_art_novel,gender_m,NA,school,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PG29404,11.63,1414.37,44,1906,epic_art_novel,gender_f,has_children,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG3419,10.23,1490.49,43,1905,epic_art_shortstory,gender_f,has_children,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG9505,8.45,1489.59,60,1922,epic_art_novel,gender_f,has_children,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG8865,9.1,1502.84,60,1922,epic_art_novel,gender_f,has_children,school,no_bio_inclination,north_america,1,town,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PG5155,12.83,2021.91,59,1890,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,1,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
PG52438,18.07,2206.69,37,1921,nonfiction,gender_m,NA,NA,no_bio_inclination,other,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG41774,13.66,2192.96,33,1916,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG26049,19.14,2240.42,33,1916,epic_art_novel,gender_m,NA,NA,no_bio_inclination,british_isles,1,city,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG54912,31.26,2061.31,46,1871,lyric_art,gender_f,has_children,school,no_bio_inclination,north_america,1,village,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG35819,16.44,2294.49,43,1922,epic_art_novel,gender_m,NA,NA,NA,other,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG16902,10.49,1807.27,41,1856,epic_art_tale,gender_f,has_children,school,no_bio_inclination,north_america,1,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG29073,32.43,2489.37,26,1922,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,2,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG24202,25.68,1881.98,21,1917,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,2,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG6362,22.04,1779.97,25,1921,epic_art_novel,gender_m,has_children,university,no_bio_inclination,north_america,2,city,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG32778,61.36,2567.92,55,1951,lyric_art,gender_m,has_children,university,no_bio_inclination,north_america,2,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG600,6.43,1595.53,43,1864,epic_art_novella,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG38241,4.58,1697.12,38,1859,epic_art_novella,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG57050,5.43,1810.17,46,1867,epic_art_shortstory,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG28054,6.31,1589.38,58,1879,epic_art_novel,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG8117,5.65,1697.85,50,1871,epic_art_novel,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG2638,3.85,1553.99,46,1867,epic_art_novel,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG40745,10.89,1617.31,46,1867,NA,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG2554,6.13,1577.18,44,1865,epic_art_novel,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PG2302,7.4,1666.14,23,1844,epic_art_novel,gender_m,has_children,school,no_bio_inclination,europe,4,city,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
